"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.837345000E0,-1.819593310E-1,5.027823448E-1,1.013106441E1
1.860964333E0,-1.771709323E-1,3.303998411E-1,1.021725559E1
1.881000500E0,-1.388636976E-1,3.160346150E-1,1.027471638E1
1.905514458E0,-1.292868853E-1,3.208230138E-1,1.026992798E1
1.925846125E0,-7.182604820E-2,3.830722570E-1,1.027950478E1
1.950654500E0,-1.244984865E-1,4.740519226E-1,1.015979481E1
1.976951791E0,-1.388636976E-1,5.650315881E-1,9.944316864E0
1.997739416E0,4.788403399E-3,5.315127969E-1,9.834183693E0
2.020995416E0,2.106897533E-1,4.022258818E-1,9.920374870E0
2.045709333E0,3.782838583E-1,3.495534360E-1,9.925163269E0
2.065741083E0,4.118026793E-1,2.825157940E-1,1.006881523E1
2.085838666E0,4.309562966E-2,3.543418646E-1,1.026513958E1
2.105873625E0,-4.405331016E-1,6.033388376E-1,1.033696556E1
2.130677208E0,-4.692635238E-1,8.092401624E-1,1.038963795E1
2.151153666E0,-1.005564705E-1,7.948749661E-1,1.017416000E1
2.171202166E0,3.830722719E-2,6.129156351E-1,1.006402683E1
2.191388916E0,5.746084079E-2,3.878606856E-1,1.007360363E1
2.217255750E0,7.182604820E-2,3.016694188E-1,1.005445004E1
2.240741375E0,6.224924326E-2,2.537853718E-1,1.009275723E1
2.261002250E0,-4.788403399E-3,3.639186621E-1,9.934740067E0
2.281039500E0,-1.005564705E-1,4.357447028E-1,9.963470459E0
2.305882916E0,-9.576806426E-2,4.644751251E-1,1.007360363E1
2.325921166E0,4.788403399E-3,4.309563041E-1,1.010712242E1
2.351504291E0,9.576806799E-3,6.224924326E-1,9.786299706E0
2.376956958E0,1.436520964E-1,5.698199868E-1,1.016458321E1
2.401122333E0,6.224924326E-2,6.224924326E-1,1.014064121E1
2.426293291E0,-8.619125932E-2,5.458779931E-1,1.003529644E1
2.450639208E0,-4.788403399E-3,5.410895944E-1,1.025556278E1
2.476872916E0,-1.915361360E-2,6.416460276E-1,1.017416000E1
2.496926541E0,-4.788403213E-2,6.224924326E-1,1.007839203E1
2.517302583E0,-5.746084079E-2,5.650315881E-1,1.002571964E1
2.541069625E0,-7.182604820E-2,4.548983276E-1,1.000177765E1
2.565906708E0,-6.224924326E-2,3.591302633E-1,1.008796883E1
2.586026417E0,-6.703764945E-2,3.495534360E-1,1.013585281E1
2.610670250E0,-1.053448766E-1,4.884171486E-1,1.015500641E1
2.636506125E0,-8.140286058E-2,5.889736414E-1,1.023162079E1
2.660720208E0,-1.819593310E-1,6.895300746E-1,9.925163269E0
2.681391333E0,-1.244984865E-1,6.177040339E-1,1.010712242E1
2.701760958E0,-7.661445439E-2,4.932055473E-1,1.013106441E1
2.726800750E0,-9.576806426E-2,5.267243981E-1,1.009275723E1
2.750797542E0,-7.661445439E-2,5.937620401E-1,1.007360363E1
2.770866875E0,-1.436521020E-2,6.272808313E-1,1.015021801E1
2.796915333E0,1.915361360E-2,6.416460276E-1,1.009754562E1
2.820756708E0,-5.746084079E-2,5.698199868E-1,1.006881523E1
2.845873458E0,-2.873042040E-2,5.075707436E-1,1.013106441E1
2.871547875E0,-5.746084079E-2,4.788403511E-1,1.011191082E1
2.897248250E0,-5.746084079E-2,5.123591423E-1,1.012627602E1
2.920605042E0,-5.746084079E-2,5.650315881E-1,9.987412453E0
2.941387708E0,-1.053448766E-1,5.841852427E-1,1.010712242E1
2.963715750E0,-7.661445439E-2,5.363011956E-1,1.014064121E1
2.986039250E0,-1.388636976E-1,6.224924326E-1,1.020767879E1
3.006216583E0,-1.915361285E-1,7.182605267E-1,9.767146111E0
3.026433417E0,-4.788403213E-2,6.272808313E-1,1.029386997E1
3.050849167E0,-2.873042040E-2,5.793967843E-1,1.005445004E1
3.072781500E0,-1.388636976E-1,5.363011956E-1,1.004966164E1
3.096653375E0,-2.873042040E-2,5.650315881E-1,1.013106441E1
3.116792250E0,-4.788403213E-2,5.937620401E-1,1.026513958E1
3.137385625E0,-1.149216816E-1,6.320692301E-1,1.016458321E1
3.160799042E0,-1.197100878E-1,6.943184733E-1,1.006402683E1
3.180882750E0,-1.101332754E-1,6.416460276E-1,1.009275723E1
3.201213125E0,-1.005564705E-1,5.171475410E-1,1.011191082E1
3.221288708E0,-7.182604820E-2,5.315127969E-1,1.013585281E1
3.241352583E0,-6.703764945E-2,5.075707436E-1,1.013106441E1
3.265883583E0,-9.576806799E-3,5.985504389E-1,1.016937160E1
3.285884375E0,-5.746084079E-2,5.889736414E-1,1.014542961E1
3.306369875E0,-9.097966552E-2,6.991068721E-1,1.003529644E1
3.331073750E0,-2.394201607E-2,6.703764796E-1,1.010233402E1
3.351251833E0,-2.394201607E-2,6.129156351E-1,1.016458321E1
3.376721833E0,-1.197100878E-1,6.129156351E-1,1.012148762E1
3.398076833E0,-5.267243832E-2,6.607996821E-1,1.017416000E1
3.420509292E0,-1.005564705E-1,6.607996821E-1,1.012148762E1
3.440777958E0,-1.149216816E-1,6.560112834E-1,1.015021801E1
3.460778958E0,-1.244984865E-1,6.703764796E-1,1.005445004E1
3.485801125E0,-8.619125932E-2,6.129156351E-1,1.011669922E1
3.506035000E0,-1.005564705E-1,5.554547906E-1,1.016458321E1
3.526360375E0,-7.182604820E-2,5.841852427E-1,1.011669922E1
3.551128667E0,-5.746084079E-2,6.416460276E-1,1.014064121E1
3.576965667E0,-6.224924326E-2,6.847416759E-1,1.000177765E1
3.600972958E0,-1.197100878E-1,6.943184733E-1,1.012627602E1
3.621228792E0,-8.619125932E-2,6.560112834E-1,1.010712242E1
3.645846750E0,-9.576806799E-3,6.751648784E-1,1.015500641E1
3.665933208E0,-9.576806426E-2,7.134721279E-1,9.815030098E0
3.686067542E0,-1.388636976E-1,7.038952708E-1,1.012148762E1
3.710848458E0,-4.788403399E-3,6.272808313E-1,1.015979481E1
3.731267042E0,-1.292868853E-1,6.320692301E-1,1.005923843E1
3.751382375E0,-1.580173075E-1,5.793967843E-1,9.963470459E0
3.776830083E0,-1.915361360E-2,6.129156351E-1,1.021246719E1
3.797132792E0,-5.746084079E-2,6.655880809E-1,1.017416000E1
3.820731542E0,-5.746084079E-2,8.044517636E-1,1.009275723E1
3.845672958E0,-7.661445439E-2,7.709329724E-1,1.008796883E1
3.866258417E0,-1.292868853E-1,6.033388376E-1,1.006881523E1
3.887011542E0,-1.053448766E-1,4.884171486E-1,1.008796883E1
3.910725292E0,-2.873042040E-2,4.932055473E-1,1.018373680E1
3.936597792E0,-7.182604820E-2,6.320692301E-1,1.015979481E1
3.957889125E0,-8.619125932E-2,6.751648784E-1,1.001135445E1
3.980911500E0,-1.053448766E-1,7.422025204E-1,9.915586472E0
4.005683500E0,-2.394201607E-2,5.841852427E-1,1.021246719E1
4.026036542E0,-1.005564705E-1,5.219359994E-1,1.017416000E1
4.051021875E0,-1.484405100E-1,6.799532771E-1,1.008318043E1
4.076747375E0,-1.628057212E-1,7.996633649E-1,1.005445004E1
4.096771458E0,-8.619125932E-2,8.092401624E-1,1.011669922E1
4.116828208E0,-1.675941199E-1,7.230489254E-1,1.018852520E1
4.136835875E0,-1.436520964E-1,6.991068721E-1,1.014542961E1
4.156959625E0,-1.388636976E-1,7.278373241E-1,1.013106441E1
4.180836417E0,-1.388636976E-1,7.422025204E-1,1.007360363E1
4.205768708E0,-1.149216816E-1,6.751648784E-1,1.005923843E1
4.226282375E0,-1.436520964E-1,6.751648784E-1,1.002093124E1
4.250931417E0,-7.182604820E-2,6.512228847E-1,1.010233402E1
4.276870208E0,-1.101332754E-1,6.272808313E-1,1.008796883E1
4.300824625E0,-1.101332754E-1,6.895300746E-1,1.006402683E1
4.321401500E0,-5.267243832E-2,6.607996821E-1,1.008796883E1
4.345923333E0,-8.619125932E-2,6.464344859E-1,1.030344677E1
4.370807917E0,-2.154781520E-1,8.188169599E-1,9.944316864E0
4.390839333E0,-4.309562966E-2,6.703764796E-1,9.968258858E0
4.416710875E0,-1.819593310E-1,6.416460276E-1,1.022204399E1
4.436813792E0,-1.436520964E-1,6.991068721E-1,1.013106441E1
4.460588083E0,-8.140286058E-2,7.757213712E-1,1.016937160E1
4.480689167E0,-1.292868853E-1,8.379706144E-1,1.005923843E1
4.505975375E0,-1.771709323E-1,7.661445141E-1,1.008318043E1
4.530648042E0,-1.388636976E-1,7.374141216E-1,1.006402683E1
4.551547000E0,-1.867477298E-1,5.985504389E-1,1.008796883E1
4.571633833E0,-2.202665508E-1,5.841852427E-1,1.022683239E1
4.596730667E0,-1.532289088E-1,5.602431893E-1,1.017894840E1
4.621233458E0,-1.388636976E-1,7.757213712E-1,1.014542961E1
4.646205083E0,-1.340752989E-1,9.097966552E-1,1.014064121E1
4.667563417E0,-1.628057212E-1,9.002198577E-1,1.004487324E1
4.692036250E0,-7.661445439E-2,8.236053586E-1,1.012627602E1
4.712183208E0,-9.097966552E-2,7.757213712E-1,1.009275723E1
4.736945042E0,-1.244984865E-1,8.236053586E-1,1.003529644E1
4.759118750E0,-8.619125932E-2,8.427590132E-1,1.016458321E1
4.782844083E0,-1.149216816E-1,8.236053586E-1,1.012627602E1
4.803434500E0,-1.101332754E-1,6.895300746E-1,1.011669922E1
4.828257917E0,-1.819593310E-1,6.033388376E-1,1.003050804E1
4.852954667E0,-1.580173075E-1,6.895300746E-1,1.007360363E1
4.879317125E0,-2.106897533E-1,7.469909191E-1,1.003050804E1
4.904387875E0,-2.394201756E-1,7.374141216E-1,1.016458321E1
4.927797917E0,-1.532289088E-1,7.086837292E-1,1.006881523E1
4.947937625E0,-1.915361285E-1,7.565677166E-1,1.005923843E1
4.968313083E0,-1.436520964E-1,7.517793179E-1,1.015021801E1
4.988318667E0,-5.746084079E-2,7.230489254E-1,1.018373680E1
5.013317625E0,-1.723825186E-1,7.996633649E-1,9.815030098E0
5.038551667E0,-1.340752989E-1,8.140285611E-1,1.026513958E1
5.059222750E0,-4.309562966E-2,6.799532771E-1,1.001135445E1
5.083010208E0,-2.633621991E-1,7.182605267E-1,9.929951668E0
5.108105875E0,-2.011129409E-1,7.134721279E-1,9.949105263E0
5.132914500E0,-1.532289088E-1,6.943184733E-1,1.022683239E1
5.154309542E0,-1.915361285E-1,7.134721279E-1,1.017416000E1
5.179106583E0,-2.011129409E-1,7.278373241E-1,1.012627602E1
5.203766542E0,-2.298433632E-1,6.703764796E-1,1.015979481E1
5.228158000E0,-1.963245422E-1,6.512228847E-1,1.007839203E1
5.248303792E0,-1.819593310E-1,6.129156351E-1,1.015979481E1
5.272897292E0,-1.723825186E-1,6.416460276E-1,1.011191082E1
5.293087000E0,-1.819593310E-1,7.038952708E-1,1.017894840E1
5.313133458E0,-1.915361285E-1,7.278373241E-1,1.022683239E1
5.338541708E0,-2.250549644E-1,7.948749661E-1,9.891644478E0
5.358730833E0,-1.771709323E-1,7.038952708E-1,1.007839203E1
5.378824084E0,-1.723825186E-1,6.560112834E-1,1.008318043E1
5.398882834E0,-2.011129409E-1,7.086837292E-1,1.011669922E1
5.419147584E0,-2.154781520E-1,7.326257229E-1,1.012148762E1
5.443226000E0,-1.292868853E-1,7.852981687E-1,1.012148762E1
5.467875042E0,-1.723825186E-1,7.613561153E-1,1.013585281E1
5.489197375E0,-2.059013397E-1,7.278373241E-1,1.015021801E1
5.512805417E0,-2.106897533E-1,7.086837292E-1,1.006402683E1
5.538810000E0,-1.723825186E-1,6.799532771E-1,1.015500641E1
5.558810167E0,-1.771709323E-1,7.038952708E-1,1.012148762E1
5.582857292E0,-2.250549644E-1,7.565677166E-1,1.007360363E1
5.608022209E0,-2.011129409E-1,6.991068721E-1,1.011191082E1
5.632807584E0,-1.484405100E-1,6.991068721E-1,1.009275723E1
5.659110500E0,-2.873041928E-1,8.331822157E-1,9.824606895E0
5.682914917E0,-2.346317619E-1,8.331822157E-1,1.016937160E1
5.702920959E0,-1.197100878E-1,7.038952708E-1,9.968258858E0
5.727863917E0,-2.537853718E-1,6.895300746E-1,1.012627602E1
5.752770584E0,-2.011129409E-1,6.703764796E-1,9.958682060E0
5.772877750E0,-1.723825186E-1,7.757213712E-1,1.021725559E1
5.792940125E0,-2.106897533E-1,8.762778044E-1,1.012148762E1
5.818677000E0,-2.011129409E-1,8.667010069E-1,1.008318043E1
5.839975209E0,-2.346317619E-1,7.422025204E-1,1.005445004E1
5.862961584E0,-2.442085743E-1,5.985504389E-1,1.011191082E1
5.887870292E0,-1.532289088E-1,5.937620401E-1,1.009754562E1
5.913232792E0,-1.628057212E-1,6.751648784E-1,1.005923843E1
5.938901417E0,-1.963245422E-1,7.757213712E-1,1.007839203E1
5.959374584E0,-1.867477298E-1,8.427590132E-1,1.021725559E1
5.983211042E0,-2.202665508E-1,8.044517636E-1,9.906009674E0
6.004132292E0,-2.059013397E-1,7.613561153E-1,1.011191082E1
6.029122875E0,-1.628057212E-1,7.565677166E-1,1.006881523E1
6.049216792E0,-1.340752989E-1,7.852981687E-1,1.012148762E1
6.074251500E0,-1.388636976E-1,7.709329724E-1,1.009275723E1
6.099890625E0,-1.723825186E-1,7.852981687E-1,1.011191082E1
6.123939625E0,-2.106897533E-1,7.852981687E-1,1.010233402E1
6.148831500E0,-2.202665508E-1,7.613561153E-1,1.008318043E1
6.168890334E0,-2.059013397E-1,7.326257229E-1,1.010712242E1
6.189076417E0,-2.011129409E-1,7.230489254E-1,1.009754562E1
6.209130334E0,-1.244984865E-1,7.661445141E-1,1.004008484E1
6.229362917E0,-1.532289088E-1,7.661445141E-1,9.992200851E0
6.254369542E0,-1.867477298E-1,7.900865674E-1,1.012627602E1
6.279927000E0,-9.576806426E-2,7.613561153E-1,1.015021801E1
6.303829667E0,-2.394201756E-1,9.097966552E-1,9.709685326E0
6.324800709E0,-1.292868853E-1,8.714894056E-1,1.026035118E1
6.348746875E0,-1.197100878E-1,8.092401624E-1,1.002571964E1
6.368889292E0,-2.154781520E-1,7.469909191E-1,1.010233402E1
6.388917167E0,-1.484405100E-1,7.374141216E-1,9.963470459E0
6.414036084E0,-7.661445439E-2,7.757213712E-1,1.014064121E1
6.439654292E0,-1.963245422E-1,8.667010069E-1,1.015979481E1
6.459707334E0,-1.867477298E-1,9.193734527E-1,1.008796883E1
6.479713667E0,-1.963245422E-1,8.858546019E-1,1.006881523E1
6.500157750E0,-1.580173075E-1,7.900865674E-1,1.007360363E1
6.524160917E0,-1.292868853E-1,6.895300746E-1,1.014542961E1
6.549037084E0,-9.576806426E-2,7.230489254E-1,1.010233402E1
6.573875792E0,-1.484405100E-1,8.140285611E-1,1.015979481E1
6.599951167E0,-1.340752989E-1,8.571242094E-1,1.011669922E1
6.623845125E0,-2.059013397E-1,8.858546019E-1,1.003050804E1
6.643912084E0,-1.197100878E-1,8.427590132E-1,1.006402683E1
6.668931750E0,-1.628057212E-1,8.092401624E-1,1.004487324E1
6.693824542E0,-1.532289088E-1,8.331822157E-1,1.010233402E1
6.713866875E0,-1.053448766E-1,8.044517636E-1,1.016458321E1
6.733999875E0,-1.388636976E-1,8.188169599E-1,1.011669922E1
6.754765375E0,-1.388636976E-1,8.236053586E-1,1.016458321E1
6.779701584E0,-1.628057212E-1,8.236053586E-1,1.006881523E1
6.803844292E0,-1.675941199E-1,8.140285611E-1,1.012148762E1
6.824010375E0,-1.292868853E-1,7.996633649E-1,1.008796883E1
6.844109959E0,-1.628057212E-1,7.852981687E-1,1.003529644E1
6.864121959E0,-1.580173075E-1,7.852981687E-1,1.008796883E1
6.884188959E0,-1.580173075E-1,7.805097699E-1,1.013106441E1
6.908845500E0,-9.097966552E-2,8.571242094E-1,1.003050804E1
6.928859167E0,-1.484405100E-1,8.140285611E-1,1.007839203E1
6.948940625E0,-1.388636976E-1,8.044517636E-1,1.008318043E1
6.968973917E0,-1.149216816E-1,7.996633649E-1,1.012148762E1
6.989148500E0,-2.011129409E-1,8.475474119E-1,1.011669922E1
7.013893625E0,-1.532289088E-1,8.283938169E-1,1.022204399E1
7.040280084E0,-6.703764945E-2,7.709329724E-1,1.010712242E1
7.063674375E0,-2.106897533E-1,7.422025204E-1,1.005923843E1
7.083849000E0,-8.619125932E-2,7.805097699E-1,9.996989250E0
7.104238542E0,-1.053448766E-1,7.948749661E-1,1.019331360E1
7.128930875E0,-1.723825186E-1,8.044517636E-1,1.015021801E1
7.149021542E0,-1.292868853E-1,8.954314590E-1,1.008796883E1
7.169026000E0,-1.532289088E-1,8.571242094E-1,1.008796883E1
7.193866459E0,-1.867477298E-1,7.469909191E-1,1.013585281E1
7.220697375E0,-1.197100878E-1,6.607996821E-1,1.009275723E1
7.243897292E0,-1.101332754E-1,6.847416759E-1,1.013585281E1
7.264329667E0,-1.197100878E-1,7.278373241E-1,1.014542961E1
7.289048042E0,-1.292868853E-1,8.283938169E-1,1.016937160E1
7.313814834E0,-2.442085743E-1,8.523358107E-1,9.987412453E0
7.334322667E0,-1.292868853E-1,8.714894056E-1,1.009275723E1
7.359752500E0,-1.197100878E-1,7.900865674E-1,1.009754562E1
7.383759625E0,-1.101332754E-1,7.852981687E-1,1.009754562E1
7.404265042E0,-1.101332754E-1,8.044517636E-1,1.012627602E1
7.428878125E0,-1.580173075E-1,8.236053586E-1,1.012148762E1
7.448943625E0,-1.484405100E-1,8.571242094E-1,1.008796883E1
7.473858959E0,-1.580173075E-1,7.900865674E-1,1.006881523E1
7.499894875E0,-1.436520964E-1,7.661445141E-1,1.009275723E1
7.523983500E0,-1.244984865E-1,7.613561153E-1,1.009754562E1
7.548774209E0,-1.244984865E-1,7.996633649E-1,1.006402683E1
7.573781709E0,-1.292868853E-1,7.996633649E-1,1.012148762E1
7.599819334E0,-1.436520964E-1,8.236053586E-1,1.015021801E1
7.623746209E0,-7.661445439E-2,8.283938169E-1,1.005923843E1
7.643988750E0,-1.484405100E-1,8.427590132E-1,1.005445004E1
7.665798084E0,-1.388636976E-1,8.283938169E-1,1.014542961E1
7.688848167E0,-6.224924326E-2,7.996633649E-1,1.015979481E1
7.714288375E0,-1.436520964E-1,8.571242094E-1,1.014064121E1
7.734734834E0,-2.298433632E-1,9.002198577E-1,9.925163269E0
7.760283459E0,-5.746084079E-2,7.805097699E-1,1.005445004E1
7.784354167E0,-1.340752989E-1,7.469909191E-1,1.005445004E1
7.808829875E0,-1.197100878E-1,7.326257229E-1,1.005923843E1
7.828963250E0,-9.576806426E-2,7.852981687E-1,1.025556278E1
7.848975584E0,-1.484405100E-1,8.954314590E-1,1.012148762E1
7.868988917E0,-1.484405100E-1,9.528923035E-1,1.010233402E1
7.889033917E0,-1.292868853E-1,9.433154464E-1,1.002093124E1
7.914148209E0,-1.580173075E-1,7.565677166E-1,1.011669922E1
7.940258542E0,-9.576806426E-2,6.991068721E-1,1.015021801E1
7.964317875E0,-1.532289088E-1,7.134721279E-1,1.011669922E1
7.984428584E0,-1.244984865E-1,8.140285611E-1,1.010712242E1
8.009470875E0,-1.244984865E-1,8.906430602E-1,1.012148762E1
8.033987334E0,-1.532289088E-1,8.858546019E-1,9.953893661E0
8.054009792E0,-1.005564705E-1,8.906430602E-1,1.012627602E1
8.079853125E0,-1.484405100E-1,7.852981687E-1,1.005923843E1
8.104012042E0,-1.340752989E-1,7.805097699E-1,1.011191082E1
8.129021917E0,-9.097966552E-2,8.571242094E-1,1.014064121E1
8.154067584E0,-9.576806426E-2,8.858546019E-1,1.010233402E1
8.180279209E0,-1.340752989E-1,8.571242094E-1,1.008318043E1
8.203998001E0,-1.675941199E-1,7.996633649E-1,1.008318043E1
8.228943042E0,-1.436520964E-1,7.805097699E-1,1.008318043E1
8.250363667E0,-1.197100878E-1,8.283938169E-1,1.009754562E1
8.274173917E0,-1.388636976E-1,7.900865674E-1,1.012627602E1
8.294202292E0,-1.244984865E-1,8.427590132E-1,1.012627602E1
8.320153667E0,-1.292868853E-1,8.236053586E-1,1.014064121E1
8.344347626E0,-1.628057212E-1,8.188169599E-1,1.014064121E1
8.368946542E0,-8.619125932E-2,8.571242094E-1,1.009754562E1
8.389053542E0,-7.661445439E-2,8.379706144E-1,1.006402683E1
8.413936667E0,-1.388636976E-1,8.523358107E-1,1.011191082E1
8.433969959E0,-1.149216816E-1,8.379706144E-1,1.011669922E1
8.454220834E0,-6.224924326E-2,8.762778044E-1,1.010233402E1
8.480184501E0,-1.675941199E-1,8.714894056E-1,9.747992516E0
8.504181917E0,-1.819593310E-1,8.619126081E-1,1.010712242E1
8.524199209E0,-5.267243832E-2,7.374141216E-1,1.011669922E1
8.544669167E0,-1.484405100E-1,7.230489254E-1,1.004487324E1
8.569214167E0,-1.340752989E-1,7.996633649E-1,9.982624054E0
8.594046167E0,-6.224924326E-2,8.188169599E-1,1.025556278E1
8.619755959E0,-1.723825186E-1,9.097966552E-1,1.015979481E1
8.639925459E0,-1.149216816E-1,9.481038451E-1,1.011669922E1
8.660691126E0,-1.675941199E-1,9.097966552E-1,1.013106441E1
8.684038126E0,-1.819593310E-1,6.895300746E-1,1.012148762E1
8.704569001E0,-1.005564705E-1,6.655880809E-1,1.012148762E1
8.728936959E0,-1.197100878E-1,6.751648784E-1,1.012148762E1
8.753985501E0,-1.053448766E-1,7.852981687E-1,1.009754562E1
8.779793417E0,-1.484405100E-1,8.667010069E-1,1.016458321E1
8.800239542E0,-2.011129409E-1,8.762778044E-1,1.002571964E1
8.824027542E0,-1.244984865E-1,7.948749661E-1,1.016458321E1
8.848950751E0,-1.532289088E-1,6.943184733E-1,1.011191082E1
8.873996542E0,-1.532289088E-1,7.565677166E-1,1.012148762E1
8.894068417E0,-1.197100878E-1,8.236053586E-1,1.010712242E1
8.919939542E0,-8.619125932E-2,8.523358107E-1,1.013106441E1
8.944018417E0,-1.340752989E-1,8.283938169E-1,1.013585281E1
8.964082584E0,-1.963245422E-1,8.092401624E-1,1.003529644E1
8.984179459E0,-1.532289088E-1,7.565677166E-1,1.015979481E1
9.004285501E0,-1.005564705E-1,7.374141216E-1,1.006402683E1
9.029529709E0,-1.292868853E-1,7.852981687E-1,1.005445004E1
