"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.249455667E0,-1.340752989E-1,5.267243832E-2,1.019810200E1
2.274209250E0,-6.703764945E-2,5.746084079E-2,1.009754562E1
2.295672042E0,-9.097966552E-2,1.053448766E-1,1.017894840E1
2.317148000E0,-7.182604820E-2,1.867477298E-1,1.007839203E1
2.340168542E0,-4.788403213E-2,2.250549644E-1,1.013106441E1
2.364206834E0,-6.703764945E-2,1.340752989E-1,1.014542961E1
2.389025625E0,-9.576806799E-3,3.351882473E-2,1.020289040E1
2.414097334E0,-6.703764945E-2,5.267243832E-2,1.018373680E1
2.440310000E0,-1.915361360E-2,2.346317619E-1,1.005445004E1
2.463999292E0,-1.101332754E-1,2.873041928E-1,9.877279282E0
2.484103459E0,-9.576806426E-2,1.675941199E-1,1.009754562E1
2.509475917E0,7.182604820E-2,4.788403399E-3,1.014542961E1
2.534046834E0,-1.292868853E-1,1.915361360E-2,9.963470459E0
2.554142959E0,-1.101332754E-1,1.053448766E-1,1.006402683E1
2.574417667E0,-4.788403399E-3,1.915361285E-1,1.016937160E1
2.594881250E0,-3.351882473E-2,2.346317619E-1,1.007360363E1
2.620559750E0,-1.005564705E-1,2.873041928E-1,1.016937160E1
2.644166375E0,-1.628057212E-1,2.394201756E-1,1.010233402E1
2.664179500E0,-1.819593310E-1,1.628057212E-1,1.001614285E1
2.684335667E0,-1.771709323E-1,5.746084079E-2,1.015021801E1
2.704568834E0,-2.106897533E-1,-6.703764945E-2,1.026992798E1
2.729230875E0,-2.059013397E-1,1.580173075E-1,1.015979481E1
2.754604375E0,-2.537853718E-1,3.639186621E-1,1.022683239E1
2.779880167E0,-2.489969730E-1,3.208230138E-1,1.019331360E1
2.800405250E0,-2.346317619E-1,2.394201756E-1,1.005923843E1
2.824264459E0,-2.202665508E-1,1.436520964E-1,1.004008484E1
2.849087250E0,-2.059013397E-1,6.703764945E-2,1.016937160E1
2.869171167E0,-2.011129409E-1,4.309562966E-2,1.017416000E1
2.889222209E0,-1.149216816E-1,8.140286058E-2,1.033696556E1
2.914293084E0,-1.388636976E-1,1.723825186E-1,1.035133076E1
2.934447834E0,-1.388636976E-1,4.022258818E-1,1.003050804E1
2.960089667E0,-1.819593310E-1,5.650315881E-1,9.996989250E0
2.980552292E0,-1.867477298E-1,4.405331016E-1,1.013106441E1
3.005245084E0,-2.154781520E-1,2.442085743E-1,1.010712242E1
3.029125417E0,-7.661445439E-2,1.580173075E-1,1.014542961E1
3.049432917E0,-6.703764945E-2,1.197100878E-1,1.004487324E1
3.070933584E0,-1.053448766E-1,1.388636976E-1,1.003050804E1
3.095954167E0,-1.963245422E-1,2.059013397E-1,1.020289040E1
3.119910209E0,-1.819593310E-1,2.633621991E-1,1.022683239E1
3.139956750E0,-3.064578176E-1,4.357447028E-1,9.815030098E0
3.160636959E0,-2.537853718E-1,4.548983276E-1,1.009275723E1
3.184731792E0,-1.436520964E-1,3.399766386E-1,1.004008484E1
3.205114792E0,-2.537853718E-1,2.825157940E-1,1.003529644E1
3.229843417E0,-9.097966552E-2,2.202665508E-1,1.014542961E1
3.254657959E0,-1.197100878E-1,2.106897533E-1,1.020767879E1
3.280512500E0,-1.292868853E-1,2.825157940E-1,1.008796883E1
3.304405042E0,-8.140286058E-2,2.681505978E-1,1.014064121E1
3.329327042E0,-8.619125932E-2,3.256114423E-1,1.010233402E1
3.354305250E0,-1.149216816E-1,4.022258818E-1,1.005923843E1
3.380123375E0,-1.963245422E-1,3.256114423E-1,1.020289040E1
3.400145917E0,-2.585737705E-1,2.346317619E-1,1.027950478E1
3.424101542E0,-3.160346150E-1,3.782838583E-1,1.016937160E1
3.449200209E0,-3.160346150E-1,5.841852427E-1,9.992200851E0
3.474403875E0,-1.388636976E-1,7.182605267E-1,1.014064121E1
3.499939750E0,-1.628057212E-1,7.422025204E-1,9.934740067E0
3.520614750E0,-5.746084079E-2,6.943184733E-1,9.944316864E0
3.540855459E0,-1.915361360E-2,5.315127969E-1,1.012148762E1
3.564104584E0,-1.388636976E-1,4.548983276E-1,1.026992798E1
3.584274709E0,-8.619125932E-2,5.410895944E-1,1.012627602E1
3.604413375E0,-5.746084079E-2,6.368576288E-1,1.007360363E1
3.630284250E0,-9.576806799E-3,6.368576288E-1,1.015021801E1
3.654177250E0,-2.394201607E-2,6.368576288E-1,1.011191082E1
3.674244709E0,5.267243832E-2,6.272808313E-1,1.008796883E1
3.694459250E0,4.788403213E-2,5.889736414E-1,1.012148762E1
3.714508917E0,-6.703764945E-2,6.177040339E-1,1.015979481E1
3.740016625E0,-3.351882473E-2,6.943184733E-1,1.015500641E1
3.764282125E0,4.788403213E-2,6.799532771E-1,1.018852520E1
3.788926875E0,-1.340752989E-1,8.140285611E-1,9.934740067E0
3.809091542E0,3.351882473E-2,7.230489254E-1,1.022204399E1
3.829537875E0,-4.309562966E-2,6.033388376E-1,1.007360363E1
3.854184292E0,-1.723825186E-1,5.793967843E-1,9.906009674E0
3.875985667E0,-5.746084079E-2,5.363011956E-1,1.012627602E1
3.900112417E0,-5.267243832E-2,6.512228847E-1,1.019810200E1
3.924119625E0,-8.619125932E-2,7.565677166E-1,1.013106441E1
3.949257792E0,-1.436520964E-1,7.134721279E-1,1.019810200E1
3.974422667E0,-1.340752989E-1,4.932055473E-1,1.020289040E1
4.000400834E0,-1.867477298E-1,4.405331016E-1,1.015500641E1
4.024518084E0,-5.746084079E-2,4.740519226E-1,1.016937160E1
4.049151250E0,4.309562966E-2,4.979939461E-1,1.011669922E1
4.074347625E0,-7.661445439E-2,6.177040339E-1,1.022204399E1
4.099837167E0,-8.140286058E-2,7.469909191E-1,9.992200851E0
4.120322125E0,2.394201607E-2,6.272808313E-1,1.004966164E1
4.144158250E0,-5.267243832E-2,5.650315881E-1,1.001614285E1
4.169038667E0,3.351882473E-2,5.458779931E-1,1.007360363E1
4.189255042E0,1.915361360E-2,5.219359994E-1,1.013106441E1
4.209298250E0,-3.830722719E-2,5.171475410E-1,1.016458321E1
4.234098167E0,-2.394201607E-2,5.602431893E-1,1.014542961E1
4.254658417E0,-1.484405100E-1,6.177040339E-1,1.010233402E1
4.280206792E0,-1.053448766E-1,5.219359994E-1,1.015979481E1
4.304315750E0,-8.140286058E-2,4.596867263E-1,1.005923843E1
4.324346667E0,-1.149216816E-1,4.309563041E-1,1.004008484E1
4.349026834E0,-1.101332754E-1,4.740519226E-1,1.003529644E1
4.369186292E0,-7.661445439E-2,4.501099288E-1,1.015021801E1
4.389223125E0,6.224924326E-2,4.884171486E-1,1.016458321E1
4.414210625E0,-1.628057212E-1,6.224924326E-1,9.743204117E0
4.434239750E0,-1.292868853E-1,5.985504389E-1,1.020289040E1
4.460544250E0,4.788403399E-3,4.979939461E-1,1.014542961E1
4.484184750E0,-1.340752989E-1,3.974374831E-1,1.004008484E1
4.509068917E0,-5.267243832E-2,4.644751251E-1,1.016937160E1
4.529281625E0,-1.053448766E-1,4.979939461E-1,1.015979481E1
4.554278084E0,-9.097966552E-2,6.272808313E-1,1.007839203E1
4.580539501E0,-3.351882473E-2,5.746083856E-1,1.009754562E1
4.600892209E0,-7.182604820E-2,4.692635238E-1,1.009754562E1
4.624580042E0,-6.703764945E-2,3.734954596E-1,1.010233402E1
4.649292376E0,-4.309562966E-2,3.687070608E-1,1.012627602E1
4.670023876E0,-2.873042040E-2,4.453215301E-1,1.018373680E1
4.691609959E0,-9.576806799E-3,4.836287498E-1,1.007839203E1
4.715402251E0,-1.149216816E-1,6.224924326E-1,1.011191082E1
4.738561501E0,-1.005564705E-1,6.368576288E-1,9.987412453E0
4.764007251E0,-9.097966552E-2,5.027823448E-1,1.013106441E1
4.784318001E0,-1.101332754E-1,4.788403511E-1,1.011669922E1
4.808373792E0,-1.005564705E-1,5.171475410E-1,1.016458321E1
4.828393251E0,-8.140286058E-2,5.363011956E-1,1.016458321E1
4.853342834E0,-1.053448766E-1,5.506663918E-1,1.012148762E1
4.873384667E0,-1.005564705E-1,5.650315881E-1,1.014542961E1
4.893515542E0,-1.244984865E-1,5.458779931E-1,1.012148762E1
4.918637001E0,-1.915361360E-2,5.458779931E-1,1.013585281E1
4.944094501E0,-1.436521020E-2,5.363011956E-1,1.005445004E1
4.964592834E0,-7.661445439E-2,5.554547906E-1,1.004487324E1
4.988218251E0,0.000000000E0,5.841852427E-1,1.011669922E1
5.008422959E0,4.788403213E-2,5.506663918E-1,1.023162079E1
5.033296209E0,-1.149216816E-1,6.560112834E-1,9.810241699E0
5.058338917E0,2.873042040E-2,5.746083856E-1,1.026035118E1
5.084452959E0,-7.661445439E-2,5.458779931E-1,1.004008484E1
5.108382501E0,-9.576806426E-2,5.602431893E-1,9.934740067E0
5.133114334E0,-6.224924326E-2,5.458779931E-1,1.025077438E1
5.153530709E0,-7.661445439E-2,5.985504389E-1,1.018373680E1
5.178275667E0,-1.197100878E-1,7.134721279E-1,1.009754562E1
5.198377209E0,-9.097966552E-2,7.182605267E-1,1.012627602E1
5.224316834E0,-1.149216816E-1,5.889736414E-1,1.009754562E1
5.244386001E0,-1.005564705E-1,5.267243981E-1,1.013106441E1
5.264754001E0,-3.351882473E-2,4.261679053E-1,1.010712242E1
5.288701751E0,-9.576806799E-3,4.836287498E-1,1.010712242E1
5.313858084E0,-1.915361360E-2,5.650315881E-1,1.023640919E1
5.338477084E0,-1.053448766E-1,6.895300746E-1,9.977835655E0
5.364088751E0,-4.788403399E-3,6.655880809E-1,1.012148762E1
5.384127292E0,-7.661445439E-2,5.746083856E-1,1.008796883E1
5.408263751E0,-2.394201607E-2,6.033388376E-1,1.010233402E1
5.428487917E0,-4.309562966E-2,6.655880809E-1,1.012627602E1
5.448606542E0,-3.830722719E-2,7.278373241E-1,1.009275723E1
5.473456042E0,-4.309562966E-2,6.655880809E-1,1.010712242E1
5.493614876E0,-8.619125932E-2,6.655880809E-1,1.011191082E1
5.518539042E0,-4.309562966E-2,5.698199868E-1,1.011669922E1
5.545230417E0,-1.436521020E-2,5.410895944E-1,1.011669922E1
5.568230084E0,-5.267243832E-2,5.698199868E-1,1.004008484E1
5.588323376E0,-6.224924326E-2,6.224924326E-1,1.004966164E1
5.613325251E0,-3.830722719E-2,6.512228847E-1,1.007839203E1
5.633463876E0,-4.788403399E-3,6.368576288E-1,1.017416000E1
5.653941126E0,-1.388636976E-1,6.895300746E-1,9.829395294E0
5.678511876E0,-7.661445439E-2,6.991068721E-1,1.015979481E1
5.704427542E0,4.788403399E-3,5.602431893E-1,1.013585281E1
5.728638667E0,-6.703764945E-2,5.985504389E-1,1.002093124E1
5.755167626E0,5.267243832E-2,5.554547906E-1,1.022683239E1
5.778295792E0,-6.703764945E-2,6.607996821E-1,1.011191082E1
5.803228126E0,-4.309562966E-2,7.661445141E-1,1.012148762E1
5.824071126E0,-7.182604820E-2,7.086837292E-1,1.012627602E1
5.844157709E0,-9.097966552E-2,6.751648784E-1,1.011191082E1
5.864520292E0,-8.140286058E-2,5.363011956E-1,1.009754562E1
5.888433876E0,-9.576806799E-3,4.932055473E-1,1.011669922E1
5.908532459E0,-6.224924326E-2,5.602431893E-1,1.016458321E1
5.928564042E0,-1.915361360E-2,5.602431893E-1,1.004008484E1
5.953381042E0,-7.182604820E-2,6.799532771E-1,1.001614285E1
5.973811459E0,-5.746084079E-2,7.326257229E-1,1.006881523E1
5.998751376E0,-4.788403213E-2,6.272808313E-1,1.013106441E1
6.024005542E0,-6.224924326E-2,6.177040339E-1,1.009275723E1
6.044643667E0,-7.661445439E-2,6.272808313E-1,1.015500641E1
6.068419292E0,-5.267243832E-2,6.703764796E-1,1.013106441E1
6.088512876E0,-7.182604820E-2,6.895300746E-1,1.011191082E1
6.113434417E0,-5.267243832E-2,6.799532771E-1,1.009275723E1
6.137979251E0,-4.788403213E-2,6.033388376E-1,1.006881523E1
6.159311167E0,-6.224924326E-2,5.746083856E-1,1.008318043E1
6.184106542E0,-2.394201607E-2,5.650315881E-1,1.009275723E1
6.208197126E0,-1.005564705E-1,6.368576288E-1,1.007839203E1
6.228466959E0,-1.149216816E-1,5.793967843E-1,1.013106441E1
6.253264251E0,-1.436521020E-2,5.698199868E-1,1.009754562E1
6.273281001E0,3.830722719E-2,5.889736414E-1,1.022683239E1
6.293537001E0,-1.388636976E-1,6.799532771E-1,9.824606895E0
6.318405417E0,4.788403399E-3,5.841852427E-1,1.021246719E1
6.344763501E0,-8.619125932E-2,5.458779931E-1,1.009754562E1
6.369714209E0,-1.340752989E-1,5.554547906E-1,9.963470459E0
6.393422542E0,-1.436521020E-2,5.410895944E-1,1.025556278E1
6.418371126E0,-7.182604820E-2,6.368576288E-1,1.014064121E1
6.444006251E0,-7.182604820E-2,7.086837292E-1,1.004966164E1
6.464469501E0,-9.097966552E-2,6.368576288E-1,1.012627602E1
6.488313001E0,-9.576806426E-2,5.219359994E-1,1.010712242E1
6.508327459E0,-7.661445439E-2,4.357447028E-1,1.015021801E1
6.528383542E0,-1.436521020E-2,4.740519226E-1,1.011191082E1
6.553229917E0,-4.788403213E-2,5.698199868E-1,1.017894840E1
6.573282126E0,-3.351882473E-2,6.081272364E-1,1.020767879E1
6.598759792E0,-7.661445439E-2,6.943184733E-1,1.000177765E1
6.623208126E0,-7.182604820E-2,6.464344859E-1,1.020289040E1
6.644221542E0,-6.703764945E-2,5.650315881E-1,1.005923843E1
6.668416542E0,-5.746084079E-2,5.602431893E-1,1.005923843E1
6.693694792E0,-4.309562966E-2,6.272808313E-1,1.013585281E1
6.718370001E0,-4.309562966E-2,6.655880809E-1,1.011669922E1
6.744117167E0,-7.182604820E-2,6.512228847E-1,1.007839203E1
6.764764251E0,-3.830722719E-2,6.081272364E-1,1.005445004E1
6.789250792E0,-3.830722719E-2,5.506663918E-1,1.006881523E1
6.809428834E0,-5.267243832E-2,5.267243981E-1,1.015500641E1
6.833345709E0,-1.436521020E-2,5.889736414E-1,1.009754562E1
6.858448126E0,-1.101332754E-1,6.320692301E-1,1.003529644E1
6.878491917E0,-1.101332754E-1,6.464344859E-1,1.014064121E1
6.898562334E0,-3.830722719E-2,6.272808313E-1,1.015500641E1
6.924055084E0,-1.340752989E-1,6.224924326E-1,1.017416000E1
6.944563001E0,-1.819593310E-1,6.895300746E-1,9.944316864E0
6.968529792E0,5.746084079E-2,5.363011956E-1,9.977835655E0
6.993477126E0,-6.224924326E-2,5.171475410E-1,1.015979481E1
7.013576834E0,-1.292868853E-1,5.602431893E-1,9.958682060E0
7.038406209E0,-2.394201607E-2,6.607996821E-1,1.026513958E1
7.064746126E0,-8.619125932E-2,6.847416759E-1,1.018852520E1
7.088373417E0,-8.619125932E-2,7.278373241E-1,1.008796883E1
7.114182167E0,-3.830722719E-2,6.368576288E-1,1.011669922E1
7.138365334E0,-7.661445439E-2,5.075707436E-1,1.015021801E1
7.158520042E0,-3.830722719E-2,4.596867263E-1,1.009275723E1
7.184303167E0,-6.703764945E-2,5.698199868E-1,1.016937160E1
7.208342834E0,-5.746084079E-2,6.464344859E-1,9.987412453E0
7.233686292E0,-1.149216816E-1,6.799532771E-1,1.016458321E1
7.258640251E0,-1.244984865E-1,6.655880809E-1,9.987412453E0
7.278697001E0,-3.830722719E-2,5.841852427E-1,1.015021801E1
7.304961001E0,-1.149216816E-1,5.219359994E-1,1.009754562E1
7.328400667E0,-7.182604820E-2,5.793967843E-1,1.010712242E1
7.348488084E0,-7.661445439E-2,6.847416759E-1,1.015500641E1
7.368652626E0,-6.703764945E-2,6.751648784E-1,1.008796883E1
7.389470584E0,-8.619125932E-2,6.320692301E-1,1.014542961E1
7.409552418E0,-9.097966552E-2,6.224924326E-1,1.009754562E1
7.433309668E0,-6.224924326E-2,5.889736414E-1,1.012148762E1
7.458133793E0,-6.224924326E-2,5.554547906E-1,1.010712242E1
7.478457084E0,-3.830722719E-2,6.177040339E-1,1.015500641E1
7.498681251E0,-3.830722719E-2,6.320692301E-1,1.006881523E1
7.524216751E0,-1.197100878E-1,6.607996821E-1,1.005445004E1
7.544280293E0,-5.746084079E-2,6.033388376E-1,1.015500641E1
7.568630668E0,1.436521020E-2,6.416460276E-1,1.012148762E1
7.593280459E0,-1.532289088E-1,7.613561153E-1,9.862914085E0
7.613621418E0,9.576806799E-3,6.655880809E-1,1.036569595E1
7.638545918E0,1.915361360E-2,5.506663918E-1,1.004966164E1
7.664942293E0,-1.436520964E-1,5.554547906E-1,9.992200851E0
7.688438709E0,-5.267243832E-2,6.512228847E-1,1.015500641E1
7.713275543E0,-7.182604820E-2,6.512228847E-1,1.018373680E1
7.733571959E0,-5.746084079E-2,7.709329724E-1,1.009275723E1
7.758301293E0,-9.097966552E-2,7.086837292E-1,1.009275723E1
7.779223668E0,-7.661445439E-2,6.129156351E-1,1.012627602E1
7.804230584E0,-5.746084079E-2,5.219359994E-1,1.011669922E1
7.828266501E0,-4.788403213E-2,4.884171486E-1,1.016458321E1
7.853292709E0,-4.309562966E-2,6.033388376E-1,1.017416000E1
7.873298584E0,4.788403399E-3,6.320692301E-1,9.996989250E0
7.893455001E0,-8.619125932E-2,7.086837292E-1,1.017416000E1
7.918842668E0,-4.309562966E-2,7.278373241E-1,1.006881523E1
7.944326876E0,-2.873042040E-2,6.320692301E-1,1.008318043E1
7.964724959E0,-8.619125932E-2,5.746083856E-1,1.006881523E1
7.988644459E0,-5.267243832E-2,6.416460276E-1,1.009275723E1
8.014013376E0,-2.394201607E-2,6.607996821E-1,1.015979481E1
8.038907418E0,-6.224924326E-2,6.655880809E-1,1.011669922E1
8.064532334E0,-7.661445439E-2,6.129156351E-1,1.007839203E1
8.088525709E0,-5.746084079E-2,5.937620401E-1,1.011669922E1
8.113471668E0,-2.394201607E-2,5.698199868E-1,1.011191082E1
8.138344459E0,-5.267243832E-2,6.320692301E-1,1.013106441E1
8.158654918E0,-7.182604820E-2,6.560112834E-1,1.010233402E1
8.179097001E0,-8.140286058E-2,6.751648784E-1,1.006402683E1
8.205249709E0,-9.576806426E-2,6.560112834E-1,1.009754562E1
8.228403834E0,-1.436521020E-2,5.937620401E-1,1.014064121E1
8.248663668E0,3.351882473E-2,6.177040339E-1,1.017416000E1
8.273367918E0,-1.340752989E-1,6.895300746E-1,9.743204117E0
8.298663126E0,3.351882473E-2,5.698199868E-1,1.026513958E1
8.324889709E0,2.394201607E-2,6.272808313E-1,1.009754562E1
8.348741751E0,-1.244984865E-1,6.320692301E-1,9.996989250E0
8.369141751E0,-1.915361360E-2,5.889736414E-1,1.015979481E1
8.396011293E0,-8.619125932E-2,6.416460276E-1,1.018852520E1
8.418583376E0,-6.224924326E-2,7.469909191E-1,1.011191082E1
8.438726918E0,-3.830722719E-2,7.182605267E-1,1.010233402E1
8.459188418E0,-9.097966552E-2,6.272808313E-1,1.009754562E1
8.484164168E0,-8.619125932E-2,5.315127969E-1,1.010712242E1
8.505085334E0,-1.436521020E-2,5.410895944E-1,1.009754562E1
8.528534168E0,-1.436521020E-2,5.889736414E-1,1.015021801E1
8.553308418E0,-1.915361360E-2,6.416460276E-1,1.011191082E1
8.573570459E0,-1.053448766E-1,6.991068721E-1,1.003050804E1
8.598409584E0,-8.140286058E-2,6.895300746E-1,1.011191082E1
8.618425126E0,-4.309562966E-2,5.841852427E-1,1.012627602E1
8.638656418E0,-7.182604820E-2,5.841852427E-1,1.007360363E1
8.664268626E0,-2.394201607E-2,5.937620401E-1,1.017416000E1
8.684666751E0,-4.788403213E-2,6.799532771E-1,1.012148762E1
8.708603584E0,-4.788403213E-2,6.943184733E-1,1.007360363E1
8.728623584E0,-5.267243832E-2,6.895300746E-1,1.010233402E1
8.749784709E0,-8.619125932E-2,6.368576288E-1,1.010712242E1
8.773468043E0,-3.830722719E-2,5.937620401E-1,1.012627602E1
8.793954209E0,-2.394201607E-2,5.793967843E-1,1.009275723E1
8.818733918E0,-4.788403213E-2,6.464344859E-1,1.012627602E1
8.844170626E0,-1.915361360E-2,6.560112834E-1,1.016458321E1
8.864890793E0,-2.873042040E-2,6.655880809E-1,9.996989250E0
8.888915584E0,-5.267243832E-2,6.272808313E-1,1.010712242E1
8.913381543E0,-3.351882473E-2,6.272808313E-1,1.011669922E1
8.933519834E0,3.830722719E-2,6.560112834E-1,1.016458321E1
8.953673001E0,-1.340752989E-1,7.182605267E-1,9.853337288E0
8.973772709E0,-1.149216816E-1,7.326257229E-1,1.008318043E1
8.998567376E0,4.309562966E-2,5.889736414E-1,9.968258858E0
9.018718876E0,-1.244984865E-1,6.368576288E-1,1.004966164E1
9.039127876E0,-1.101332754E-1,6.033388376E-1,1.006402683E1
9.064117834E0,0.000000000E0,6.129156351E-1,1.022683239E1
9.084624668E0,-5.746084079E-2,6.177040339E-1,1.020767879E1
9.108433584E0,-4.788403213E-2,7.709329724E-1,1.006402683E1
