"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.341038750E0,-1.340752989E-1,8.619125932E-2,9.891644478E0
1.365380375E0,-1.484405100E-1,-1.628057212E-1,1.002093124E1
1.390465250E0,-2.537853718E-1,-1.436520964E-1,1.001135445E1
1.416136000E0,-1.915361285E-1,-1.675941199E-1,1.010712242E1
1.440524083E0,-6.224924326E-2,-1.197100878E-1,1.018852520E1
1.465260458E0,-1.580173075E-1,1.436521020E-2,1.003050804E1
1.485337208E0,-2.106897533E-1,3.351882473E-2,1.004008484E1
1.505361292E0,-1.340752989E-1,2.873042040E-2,1.006402683E1
1.526341750E0,-1.101332754E-1,-4.309562966E-2,1.011669922E1
1.550544083E0,-9.097966552E-2,-9.097966552E-2,1.010712242E1
1.576540208E0,-4.309562966E-2,-1.388636976E-1,1.011191082E1
1.600174125E0,9.576806799E-3,-7.182604820E-2,1.020289040E1
1.620424250E0,1.915361360E-2,4.788403399E-3,1.007360363E1
1.640601458E0,-1.915361360E-2,1.484405100E-1,1.009275723E1
1.665252958E0,-9.097966552E-2,1.628057212E-1,1.001135445E1
1.686219917E0,-1.915361360E-2,4.309562966E-2,1.006402683E1
1.706313542E0,1.436521020E-2,-6.703764945E-2,1.012148762E1
1.726334208E0,-1.436521020E-2,-1.101332754E-1,1.011191082E1
1.746398542E0,-6.703764945E-2,-4.788403213E-2,1.003529644E1
1.766504083E0,-1.580173075E-1,-4.788403399E-3,1.008318043E1
1.791361875E0,-1.580173075E-1,9.576806799E-3,1.005923843E1
1.817552792E0,-1.244984865E-1,-9.576806799E-3,1.006881523E1
1.841386750E0,-1.675941199E-1,-3.351882473E-2,1.005445004E1
1.861466125E0,-2.011129409E-1,-1.101332754E-1,1.015500641E1
1.881577542E0,-1.628057212E-1,-8.619125932E-2,1.003050804E1
1.906310000E0,-1.532289088E-1,4.788403213E-2,1.006402683E1
1.931123334E0,-9.576806426E-2,-4.788403399E-3,1.011191082E1
1.951330000E0,-2.873042040E-2,-6.224924326E-2,1.015021801E1
1.977091459E0,-1.149216816E-1,5.746084079E-2,1.008318043E1
1.997589459E0,-8.619125932E-2,5.267243832E-2,1.009275723E1
2.021246042E0,-3.351882473E-2,6.703764945E-2,1.011191082E1
2.046185834E0,-1.244984865E-1,-3.830722719E-2,1.000656605E1
2.066229709E0,-8.140286058E-2,-1.436520964E-1,1.026992798E1
2.086240084E0,-1.723825186E-1,-6.703764945E-2,1.015979481E1
2.111237292E0,-1.580173075E-1,-9.576806799E-3,1.014542961E1
2.131255334E0,-5.267243832E-2,4.788403213E-2,1.017894840E1
2.151358625E0,1.915361360E-2,6.703764945E-2,1.011191082E1
2.177533625E0,-2.154781520E-1,1.436521020E-2,1.008796883E1
2.201397542E0,-2.633621991E-1,-3.351882473E-2,1.010233402E1
2.226675834E0,-1.005564705E-1,-1.244984865E-1,1.009275723E1
2.251439667E0,-8.140286058E-2,-3.351882473E-2,1.011191082E1
2.277742959E0,-8.140286058E-2,0.000000000E0,1.003529644E1
2.298073542E0,1.053448766E-1,-5.267243832E-2,1.020767879E1
2.321274042E0,7.661445439E-2,7.182604820E-2,1.003050804E1
2.341484959E0,-3.351882473E-2,2.442085743E-1,1.013106441E1
2.366189084E0,-1.244984865E-1,4.165911078E-1,1.022204399E1
2.386424917E0,-2.537853718E-1,3.830722570E-1,1.014542961E1
2.411108042E0,-2.729389966E-1,3.351882398E-1,1.010233402E1
2.431791250E0,-6.224924326E-2,1.819593310E-1,1.002093124E1
2.457579042E0,-5.267243832E-2,5.267243832E-2,9.872490883E0
2.481251334E0,-8.140286058E-2,1.005564705E-1,9.982624054E0
2.506242500E0,-1.628057212E-1,7.182604820E-2,1.004487324E1
2.526317959E0,-1.628057212E-1,1.484405100E-1,1.020289040E1
2.551229709E0,-1.963245422E-1,1.340752989E-1,1.010233402E1
2.571333792E0,6.703764945E-2,1.101332754E-1,1.035611916E1
2.591390250E0,1.005564705E-1,1.005564705E-1,1.023162079E1
2.611622959E0,9.576806799E-3,4.788403213E-2,1.042315674E1
2.637406000E0,-1.819593310E-1,8.619125932E-2,1.005445004E1
2.657556834E0,-1.340752989E-1,1.915361285E-1,9.915586472E0
2.681826542E0,1.675941199E-1,3.016694188E-1,1.016937160E1
2.701869084E0,4.788403399E-3,3.830722570E-1,1.016458321E1
2.726275709E0,-2.202665508E-1,4.165911078E-1,1.001614285E1
2.746493959E0,-2.537853718E-1,4.596867263E-1,9.982624054E0
2.771292959E0,-9.576806799E-3,3.351882398E-1,1.005445004E1
2.791412042E0,-7.182604820E-2,2.920926213E-1,9.996989250E0
2.816986209E0,-1.101332754E-1,2.346317619E-1,1.006402683E1
2.837466334E0,-6.703764945E-2,2.250549644E-1,9.949105263E0
2.861313917E0,-1.436520964E-1,3.447650373E-1,1.010712242E1
2.886232500E0,-6.703764945E-2,3.591302633E-1,1.002093124E1
2.906592875E0,6.703764945E-2,3.639186621E-1,9.896432877E0
2.931397334E0,-1.915361360E-2,2.059013397E-1,1.011669922E1
2.951506167E0,-1.053448766E-1,1.915361360E-2,1.010233402E1
2.977099292E0,-6.224924326E-2,-1.484405100E-1,1.018373680E1
3.001498709E0,-1.053448766E-1,-1.101332754E-1,1.010712242E1
3.026249042E0,-1.149216816E-1,-1.723825186E-1,9.906009674E0
3.046636584E0,-9.576806799E-3,-1.292868853E-1,1.005923843E1
3.071343125E0,-2.537853718E-1,1.197100878E-1,1.015021801E1
3.092734542E0,-3.303998411E-1,2.633621991E-1,1.008318043E1
3.117030750E0,-9.576806426E-2,4.070142806E-1,1.008796883E1
3.137175375E0,2.394201607E-2,3.495534360E-1,1.001614285E1
3.158046042E0,1.963245422E-1,1.149216816E-1,1.009275723E1
3.181351334E0,-1.388636976E-1,2.346317619E-1,9.661801338E0
3.206316125E0,-6.703764945E-2,2.202665508E-1,1.020289040E1
3.231789125E0,-6.224924326E-2,1.436520964E-1,1.015021801E1
3.258137542E0,-3.016694188E-1,1.197100878E-1,1.014064121E1
3.281697209E0,-2.777273953E-1,2.729389966E-1,1.019331360E1
3.306479417E0,-2.011129409E-1,2.442085743E-1,1.024119759E1
3.332172834E0,-2.346317619E-1,2.873041928E-1,1.007839203E1
3.357020834E0,-6.224924326E-2,-1.053448766E-1,9.968258858E0
3.377660209E0,-3.112462163E-1,4.788403399E-3,1.013106441E1
3.401461584E0,-2.059013397E-1,1.436521020E-2,1.018373680E1
3.426180167E0,-1.101332754E-1,1.101332754E-1,1.014064121E1
3.446306917E0,-2.537853718E-1,5.027823448E-1,1.011191082E1
3.468954709E0,-8.140286058E-2,1.484405100E-1,1.001614285E1
3.491329125E0,-4.788403213E-2,-9.097966552E-2,9.939528465E0
3.511455834E0,6.703764945E-2,-2.825157940E-1,1.027950478E1
3.531793292E0,-4.788403399E-3,-1.963245422E-1,1.030344677E1
3.552416959E0,2.394201607E-2,-4.309562966E-2,1.015979481E1
3.578984417E0,-1.436521020E-2,5.267243832E-2,1.019810200E1
3.601513584E0,-4.309562966E-2,1.723825186E-1,1.017894840E1
3.621515459E0,-4.788403213E-2,2.106897533E-1,1.002093124E1
3.646405959E0,-1.340752989E-1,1.963245422E-1,9.963470459E0
3.671329834E0,-2.154781520E-1,2.011129409E-1,1.015500641E1
3.691505875E0,-1.532289088E-1,3.064578176E-1,1.007360363E1
3.711735292E0,-4.788403213E-2,5.219359994E-1,9.934740067E0
3.737828334E0,9.576806799E-3,4.548983276E-1,1.010233402E1
3.761838834E0,-8.140286058E-2,4.692635238E-1,1.005923843E1
3.786293792E0,-1.915361360E-2,4.357447028E-1,1.038006115E1
3.806325084E0,-9.576806799E-3,4.644751251E-1,9.944316864E0
3.831090250E0,-9.576806426E-2,3.351882398E-1,1.007839203E1
3.851236792E0,4.788403399E-3,6.224924326E-2,1.005445004E1
3.871748584E0,7.661445439E-2,2.059013397E-1,1.007360363E1
3.897069334E0,-6.703764945E-2,2.777273953E-1,1.014064121E1
3.917535584E0,-9.576806799E-3,4.261679053E-1,1.001135445E1
3.941163542E0,-3.351882473E-2,3.878606856E-1,9.982624054E0
3.961370792E0,-8.619125932E-2,3.112462163E-1,1.003050804E1
3.981770209E0,-1.915361360E-2,1.963245422E-1,1.008796883E1
4.006590417E0,-1.915361360E-2,1.771709323E-1,1.018373680E1
4.033707375E0,4.788403399E-3,2.825157940E-1,1.017894840E1
4.057673167E0,-5.267243832E-2,3.639186621E-1,1.002571964E1
4.081603375E0,-1.436521020E-2,3.878606856E-1,1.005445004E1
4.107214209E0,-9.576806799E-3,4.884171486E-1,9.949105263E0
4.131344250E0,-4.309562966E-2,3.830722570E-1,1.011669922E1
4.151671334E0,1.053448766E-1,3.830722570E-1,1.011191082E1
4.171690584E0,4.788403213E-2,4.501099288E-1,1.008318043E1
4.197098167E0,-1.436521020E-2,3.782838583E-1,1.003050804E1
4.217169334E0,-2.394201607E-2,3.447650373E-1,1.010233402E1
4.237267042E0,3.830722719E-2,3.303998411E-1,1.012627602E1
4.257454334E0,2.394201607E-2,3.591302633E-1,1.002093124E1
4.277488750E0,8.140286058E-2,3.351882398E-1,1.006881523E1
4.301250625E0,8.140286058E-2,2.968810201E-1,1.011669922E1
4.321745959E0,1.436521020E-2,3.878606856E-1,1.008318043E1
4.346355375E0,-4.309562966E-2,4.884171486E-1,9.527725220E0
4.366532334E0,5.746084079E-2,5.219359994E-1,1.028908157E1
4.391388667E0,1.101332754E-1,3.782838583E-1,9.987412453E0
4.411678000E0,8.619125932E-2,3.112462163E-1,1.012627602E1
4.437085792E0,1.580173075E-1,3.399766386E-1,1.001614285E1
4.458045792E0,1.388636976E-1,4.213795066E-1,1.022204399E1
4.478910000E0,5.267243832E-2,4.644751251E-1,1.012148762E1
4.501679250E0,8.140286058E-2,3.639186621E-1,9.987412453E0
4.526335625E0,-5.267243832E-2,3.878606856E-1,1.002093124E1
4.546518667E0,-7.182604820E-2,2.825157940E-1,1.011669922E1
4.567171209E0,-3.830722719E-2,2.585737705E-1,1.016937160E1
4.591918375E0,8.140286058E-2,2.825157940E-1,1.018852520E1
4.617056292E0,2.394201607E-2,3.830722570E-1,1.000656605E1
4.637798251E0,9.576806799E-3,3.926490843E-1,9.977835655E0
4.661491792E0,9.576806426E-2,3.495534360E-1,1.007839203E1
4.682630292E0,1.053448766E-1,3.495534360E-1,1.002093124E1
4.703296709E0,4.309562966E-2,4.022258818E-1,1.008318043E1
4.727410084E0,9.576806426E-2,3.734954596E-1,1.008318043E1
4.752392209E0,9.576806426E-2,3.639186621E-1,1.013585281E1
4.772555584E0,8.140286058E-2,3.399766386E-1,1.013585281E1
4.798870001E0,6.224924326E-2,2.777273953E-1,1.010233402E1
4.822171167E0,2.394201607E-2,3.160346150E-1,1.011191082E1
4.842311542E0,3.830722719E-2,3.926490843E-1,1.007360363E1
4.867238584E0,2.394201607E-2,3.639186621E-1,9.973047256E0
4.888697126E0,6.703764945E-2,3.399766386E-1,1.011191082E1
4.912502917E0,9.097966552E-2,2.537853718E-1,1.008318043E1
4.938457626E0,2.394201607E-2,3.878606856E-1,9.714473724E0
4.958506876E0,4.788403213E-2,3.543418646E-1,1.024119759E1
4.978585292E0,3.830722719E-2,3.112462163E-1,1.010712242E1
4.998857792E0,-5.746084079E-2,3.016694188E-1,1.004008484E1
5.022330001E0,9.097966552E-2,2.920926213E-1,1.004966164E1
5.042408792E0,8.140286058E-2,3.734954596E-1,1.025077438E1
5.067180376E0,2.873042040E-2,4.836287498E-1,1.003050804E1
5.087716167E0,-3.351882473E-2,4.836287498E-1,1.004487324E1
5.112293834E0,4.788403399E-3,3.064578176E-1,1.005445004E1
5.132466917E0,0.000000000E0,2.537853718E-1,1.010712242E1
5.159362709E0,3.351882473E-2,2.777273953E-1,1.006402683E1
5.180281542E0,1.436521020E-2,2.920926213E-1,1.011669922E1
5.202344209E0,6.224924326E-2,3.447650373E-1,1.021246719E1
5.223257001E0,4.788403213E-2,4.309563041E-1,1.000177765E1
5.247369542E0,1.005564705E-1,3.543418646E-1,1.009754562E1
5.267526042E0,4.788403399E-3,2.920926213E-1,9.987412453E0
5.292226667E0,2.394201607E-2,3.830722570E-1,1.009275723E1
5.312411876E0,4.309562966E-2,4.596867263E-1,1.015500641E1
5.332413126E0,7.661445439E-2,4.309563041E-1,1.008796883E1
5.358920792E0,4.309562966E-2,3.639186621E-1,1.011191082E1
5.384093709E0,9.576806799E-3,3.351882398E-1,1.007839203E1
5.407419376E0,4.788403213E-2,3.160346150E-1,1.011669922E1
5.432374542E0,9.097966552E-2,3.208230138E-1,1.015500641E1
5.458202459E0,5.746084079E-2,3.974374831E-1,9.968258858E0
5.478528667E0,9.576806426E-2,3.734954596E-1,1.005923843E1
5.498976376E0,9.576806426E-2,3.208230138E-1,1.012148762E1
5.522706501E0,1.292868853E-1,2.633621991E-1,1.011191082E1
5.547570126E0,-6.224924326E-2,4.118026793E-1,9.795876503E0
5.572510584E0,6.224924326E-2,4.165911078E-1,1.024119759E1
5.599658459E0,9.576806426E-2,3.399766386E-1,1.004487324E1
5.622342709E0,9.576806426E-2,2.920926213E-1,9.958682060E0
5.647287459E0,-6.224924326E-2,3.878606856E-1,1.024119759E1
5.667323626E0,-3.351882473E-2,5.123591423E-1,1.010233402E1
5.687598584E0,-1.436521020E-2,5.650315881E-1,1.003050804E1
5.712237459E0,4.788403399E-3,4.548983276E-1,1.010233402E1
5.732404334E0,4.309562966E-2,3.256114423E-1,1.010233402E1
5.752482876E0,2.394201607E-2,2.202665508E-1,1.015979481E1
5.778801917E0,4.788403213E-2,2.154781520E-1,1.011669922E1
5.802434001E0,1.149216816E-1,3.160346150E-1,1.009275723E1
5.827452001E0,4.788403399E-3,3.878606856E-1,9.996989250E0
5.847512584E0,6.224924326E-2,4.165911078E-1,1.008318043E1
5.867822709E0,1.915361360E-2,3.447650373E-1,1.000656605E1
5.892845626E0,9.576806799E-3,3.399766386E-1,1.005445004E1
5.918300584E0,7.661445439E-2,4.836287498E-1,1.014064121E1
5.938432626E0,9.576806426E-2,4.692635238E-1,1.012148762E1
5.958936876E0,8.619125932E-2,4.070142806E-1,1.009275723E1
5.982376251E0,5.267243832E-2,3.543418646E-1,1.006881523E1
6.007186042E0,4.788403399E-3,3.016694188E-1,1.012627602E1
6.027260917E0,-4.788403399E-3,4.213795066E-1,1.011191082E1
6.047515251E0,1.005564705E-1,4.692635238E-1,1.007839203E1
6.067710751E0,1.340752989E-1,4.501099288E-1,1.004487324E1
6.093349167E0,4.788403213E-2,3.160346150E-1,1.006402683E1
6.118676667E0,3.830722719E-2,2.968810201E-1,1.018852520E1
6.139400459E0,3.351882473E-2,4.070142806E-1,1.009275723E1
6.159481001E0,-6.224924326E-2,5.746083856E-1,9.953893661E0
6.182465751E0,1.149216816E-1,4.165911078E-1,1.033696556E1
6.207402751E0,9.097966552E-2,2.537853718E-1,9.987412453E0
6.232392751E0,-2.873042040E-2,2.968810201E-1,9.944316864E0
6.258896084E0,1.053448766E-1,3.303998411E-1,1.017894840E1
6.282416459E0,6.703764945E-2,4.357447028E-1,1.006402683E1
6.307371459E0,6.703764945E-2,3.974374831E-1,1.011669922E1
6.328638167E0,9.097966552E-2,2.873041928E-1,1.007839203E1
6.352701542E0,-2.394201607E-2,2.585737705E-1,1.018373680E1
6.373068792E0,-2.873042040E-2,3.351882398E-1,1.011191082E1
6.393210834E0,1.915361360E-2,3.447650373E-1,1.008318043E1
6.418313834E0,9.097966552E-2,4.070142806E-1,1.003529644E1
6.439016459E0,-9.576806799E-3,4.022258818E-1,1.017416000E1
6.462442334E0,-5.746084079E-2,3.734954596E-1,9.891644478E0
6.482477792E0,0.000000000E0,3.256114423E-1,1.010233402E1
6.507467584E0,-2.873042040E-2,3.591302633E-1,1.001135445E1
6.528093042E0,3.830722719E-2,3.878606856E-1,1.011669922E1
6.552668501E0,1.149216816E-1,4.165911078E-1,1.012627602E1
6.578154417E0,1.436521020E-2,4.596867263E-1,1.003529644E1
6.598457959E0,-7.182604820E-2,4.022258818E-1,1.011191082E1
6.618898167E0,9.576806799E-3,3.543418646E-1,1.003050804E1
6.642376501E0,6.224924326E-2,3.256114423E-1,1.012148762E1
6.662416501E0,1.005564705E-1,2.873041928E-1,1.005923843E1
6.683015876E0,5.267243832E-2,3.974374831E-1,1.009754562E1
6.707382376E0,9.576806426E-2,4.165911078E-1,9.987412453E0
6.727628876E0,4.309562966E-2,3.639186621E-1,1.004008484E1
6.752613251E0,5.746084079E-2,3.447650373E-1,1.008796883E1
6.777552417E0,4.788403399E-3,4.501099288E-1,9.613917351E0
6.800096709E0,5.267243832E-2,4.118026793E-1,1.032260036E1
6.822756167E0,1.005564705E-1,3.447650373E-1,9.944316864E0
6.848162709E0,-1.436521020E-2,4.022258818E-1,1.010233402E1
6.872734834E0,6.703764945E-2,3.639186621E-1,1.014064121E1
6.898403959E0,-5.267243832E-2,4.548983276E-1,1.014064121E1
6.918519876E0,-9.576806799E-3,4.644751251E-1,1.010233402E1
6.942344167E0,-3.830722719E-2,4.405331016E-1,1.001614285E1
6.962365501E0,-4.309562966E-2,3.064578176E-1,1.010712242E1
6.987337792E0,-4.788403399E-3,2.777273953E-1,1.007360363E1
7.007524542E0,4.788403213E-2,3.351882398E-1,1.014064121E1
7.027529501E0,4.788403399E-3,3.639186621E-1,1.011191082E1
7.047631751E0,1.436521020E-2,3.974374831E-1,1.007360363E1
7.068050501E0,-4.788403399E-3,4.740519226E-1,1.012148762E1
7.092560876E0,1.436520964E-1,4.405331016E-1,1.012148762E1
7.112613667E0,4.309562966E-2,3.208230138E-1,1.007360363E1
7.138481334E0,1.436521020E-2,3.256114423E-1,1.002571964E1
7.160102584E0,5.267243832E-2,3.447650373E-1,1.013585281E1
7.182402459E0,6.224924326E-2,3.399766386E-1,1.019810200E1
7.207391792E0,-9.576806799E-3,4.261679053E-1,1.009275723E1
7.227479626E0,-3.351882473E-2,4.070142806E-1,1.006402683E1
7.247487626E0,-1.915361360E-2,3.160346150E-1,1.001135445E1
7.272323126E0,2.873042040E-2,3.256114423E-1,1.017416000E1
7.292488334E0,3.830722719E-2,3.734954596E-1,1.007839203E1
7.312818542E0,4.309562966E-2,4.118026793E-1,1.003050804E1
7.338908959E0,-3.351882473E-2,3.303998411E-1,1.007839203E1
7.362371709E0,-1.915361360E-2,3.543418646E-1,1.013585281E1
7.382612751E0,7.182604820E-2,4.501099288E-1,1.010712242E1
7.403101376E0,0.000000000E0,5.171475410E-1,9.834183693E0
7.427337376E0,5.267243832E-2,3.016694188E-1,1.039921474E1
7.447734334E0,-4.788403213E-2,3.351882398E-1,9.929951668E0
7.472463251E0,9.576806799E-3,3.160346150E-1,1.003529644E1
7.498693959E0,1.197100878E-1,3.782838583E-1,1.020767879E1
7.518818418E0,6.224924326E-2,4.644751251E-1,1.011191082E1
7.539000001E0,0.000000000E0,5.506663918E-1,1.010712242E1
7.563210418E0,-6.224924326E-2,3.495534360E-1,1.005923843E1
7.587560793E0,-9.576806799E-3,2.777273953E-1,1.016937160E1
7.612532001E0,8.140286058E-2,3.974374831E-1,1.008318043E1
7.638862751E0,6.224924326E-2,4.788403511E-1,1.015500641E1
7.662379709E0,6.703764945E-2,4.165911078E-1,9.992200851E0
7.682692834E0,4.788403399E-3,4.548983276E-1,1.005923843E1
7.702755168E0,-9.576806799E-3,4.357447028E-1,1.002093124E1
7.726366876E0,6.703764945E-2,4.261679053E-1,1.007360363E1
7.746412209E0,3.351882473E-2,4.453215301E-1,1.006881523E1
7.771456043E0,5.267243832E-2,4.836287498E-1,1.006881523E1
7.791512251E0,1.244984865E-1,4.788403511E-1,1.006402683E1
7.816534251E0,8.140286058E-2,3.974374831E-1,1.002571964E1
7.836765251E0,1.436521020E-2,3.495534360E-1,1.006881523E1
7.862224543E0,4.788403399E-3,3.543418646E-1,1.006402683E1
7.882874084E0,3.830722719E-2,3.926490843E-1,1.010712242E1
7.906320543E0,1.292868853E-1,4.261679053E-1,1.004966164E1
7.926427459E0,1.292868853E-1,4.309563041E-1,1.000177765E1
7.946971668E0,7.182604820E-2,3.830722570E-1,1.011669922E1
7.971815793E0,4.309562966E-2,4.692635238E-1,1.015021801E1
7.996667501E0,5.746084079E-2,4.884171486E-1,1.020289040E1
8.016760043E0,-3.830722719E-2,5.267243981E-1,9.719262123E0
8.042582168E0,1.532289088E-1,3.782838583E-1,1.017416000E1
8.062646918E0,5.267243832E-2,4.261679053E-1,1.005445004E1
8.086513751E0,4.309562966E-2,4.165911078E-1,1.001614285E1
8.111511084E0,1.580173075E-1,4.070142806E-1,1.026992798E1
8.131729668E0,5.267243832E-2,4.501099288E-1,1.011669922E1
8.156477043E0,4.788403213E-2,5.554547906E-1,1.007360363E1
8.176594543E0,-4.788403399E-3,4.788403511E-1,9.996989250E0
8.196955834E0,2.394201607E-2,4.213795066E-1,1.013106441E1
8.222690168E0,2.394201607E-2,3.782838583E-1,1.011191082E1
8.243719293E0,5.267243832E-2,3.543418646E-1,1.004966164E1
8.266740126E0,1.053448766E-1,4.022258818E-1,1.010233402E1
8.287315876E0,6.224924326E-2,4.740519226E-1,1.008318043E1
8.311743876E0,9.097966552E-2,4.740519226E-1,1.008318043E1
8.336436126E0,6.224924326E-2,3.926490843E-1,9.977835655E0
8.356500043E0,7.182604820E-2,4.070142806E-1,1.002571964E1
8.378817293E0,1.149216816E-1,4.022258818E-1,1.007360363E1
8.404499459E0,1.197100878E-1,4.788403511E-1,1.011191082E1
8.425067126E0,2.394201607E-2,4.453215301E-1,1.015021801E1
8.448904418E0,-4.788403213E-2,4.165911078E-1,1.009754562E1
8.468935959E0,-4.309562966E-2,4.165911078E-1,1.004966164E1
8.489097793E0,1.005564705E-1,4.022258818E-1,1.009754562E1
8.511508376E0,9.097966552E-2,4.357447028E-1,1.007839203E1
8.533626293E0,1.340752989E-1,4.357447028E-1,1.016937160E1
8.558764918E0,6.703764945E-2,4.548983276E-1,1.004008484E1
8.584522209E0,4.788403213E-2,4.070142806E-1,1.013585281E1
8.604834793E0,7.182604820E-2,4.261679053E-1,1.012148762E1
8.628682001E0,1.436521020E-2,5.554547906E-1,9.819818497E0
8.648848126E0,6.224924326E-2,5.363011956E-1,1.014064121E1
8.673698209E0,9.576806426E-2,4.405331016E-1,9.896432877E0
8.693733918E0,4.788403399E-3,3.974374831E-1,9.996989250E0
8.714352709E0,5.267243832E-2,2.968810201E-1,1.005923843E1
8.738849793E0,1.340752989E-1,3.495534360E-1,1.026992798E1
8.765141709E0,2.394201607E-2,4.644751251E-1,1.002571964E1
8.785308168E0,2.394201607E-2,5.410895944E-1,1.003529644E1
8.808996084E0,0.000000000E0,4.453215301E-1,1.001135445E1
8.834223168E0,3.830722719E-2,3.782838583E-1,1.011191082E1
8.859300168E0,1.149216816E-1,3.926490843E-1,1.008796883E1
8.884726751E0,4.309562966E-2,4.644751251E-1,1.017894840E1
8.909000876E0,-2.394201607E-2,5.171475410E-1,1.013106441E1
8.933849834E0,-2.394201607E-2,5.123591423E-1,1.004487324E1
8.955099793E0,1.149216816E-1,4.357447028E-1,1.016937160E1
8.978586834E0,9.097966552E-2,4.213795066E-1,1.001135445E1
8.998712293E0,1.005564705E-1,4.692635238E-1,1.007360363E1
9.019368959E0,9.576806426E-2,4.788403511E-1,1.002093124E1
9.039829751E0,4.309562966E-2,4.644751251E-1,1.009754562E1
9.064641709E0,6.224924326E-2,4.070142806E-1,1.008318043E1
